,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
709,Cumberland ›,20097.0,7932.0,518.0,204.0,35.0,69.0,12.0,20,-37.0,3.1,0.55,39.0
710,Cumberland ›,16881.0,11290.0,428.0,286.0,27.0,11.0,9.0,6,-55.0,0.1,0.11,40.0
711,Cumberland ›,28881.0,8608.0,304.0,91.0,34.0,10.0,7.0,9,-16.0,0.1,0.1,41.0
712,Cumberland ›,16718.0,5667.0,191.0,65.0,52.0,13.0,26.0,2,-45.0,0.1,0.28,37.0
713,Cumberland ›,493.0,4964.0,9.0,91.0,0.0,1.0,1.0,4,-70.0,0.0,,25.536858475894245
714,Cuming ›,1050.0,11870.0,11.0,124.0,35.0,1.0,21.0,,0.0,0.0,,27.0
715,Currituck ›,1552.0,5590.0,16.0,58.0,29.0,1.0,2.0,,0.0,0.0,,35.0
716,Curry ›,646.0,2818.0,9.0,39.0,33.0,1.0,8.0,,-100.0,0.0,,39.0
717,Curry ›,5195.0,10612.0,79.0,161.0,16.0,61.0,9.0,8,-3.0,0.7,0.11,35.0
718,Custer ›,859.0,9574.0,12.0,134.0,27.0,0.0,,10,37.0,0.0,,31.0
719,Custer ›,850.0,7887.0,19.0,176.0,25.0,1.0,3.0,8,-13.0,0.0,,32.0
720,Custer ›,198.0,3907.0,1.0,20.0,0.0,1.0,3.0,,-100.0,0.0,,25.536858475894245
721,Custer ›,250.0,5794.0,3.0,70.0,31.0,0.0,,,-100.0,0.0,,22.0
722,Custer ›,1192.0,10454.0,18.0,158.0,27.0,1.0,6.0,,0.0,0.0,,53.0
723,Custer ›,4074.0,14047.0,98.0,338.0,29.0,52.0,7.0,9,-10.0,0.6,0.07,36.0
724,Cuyahoga ›,112785.0,9132.0,2120.0,172.0,41.0,13.0,8.0,8,-42.0,0.0,,42.0
725,Dade ›,1452.0,9010.0,14.0,87.0,0.0,1.0,5.0,6,-25.0,0.0,,25.536858475894245
726,Dade ›,735.0,9721.0,31.0,410.0,27.0,2.0,6.0,9,-12.0,0.0,,20.0
727,Daggett ›,42.0,4421.0,0.0,201.96666666666667,35.0,0.0,,,-100.0,0.0,,27.0
728,Dakota ›,4117.0,20558.0,82.0,409.0,38.0,12.0,33.0,,-100.0,0.0,,28.0
729,Dakota ›,45791.0,10673.0,452.0,105.0,39.0,15.0,9.0,17,-23.0,0.1,0.09,49.0
730,Dale ›,4850.0,9863.0,111.0,226.0,29.0,1.0,6.0,7,133.0,0.0,,27.0
731,Dallam ›,985.0,13517.0,25.0,343.0,24.0,3.0,11.0,9,4.0,0.3,0.99,19.0
732,Dallas ›,3557.0,9563.0,152.0,409.0,22.0,2.0,5.0,7,463.0,0.1,0.38,22.0
733,Dallas ›,1269.0,7519.0,28.0,166.0,19.0,1.0,2.0,<1,-84.0,0.0,,18.0
734,Dallas ›,758.0,10815.0,15.0,214.0,33.0,1.0,5.0,12,-27.0,0.0,,32.0
735,Dallas ›,301025.0,11422.0,4027.0,153.0,31.0,13.0,5.0,,-100.0,0.0,,41.0
736,Dallas ›,11179.0,11962.0,98.0,105.0,38.0,3.0,9.0,13,92.0,0.0,,35.0
737,Dane ›,46165.0,8444.0,329.0,60.0,53.0,1.0,2.0,8,15.0,0.0,,43.0
738,Daniels ›,197.0,11657.0,8.0,473.0,28.0,2.0,16.0,4,0.0,0.0,,32.0
739,Danville ›,4402.0,10993.0,137.0,342.0,0.0,10.0,13.0,16,30.0,0.4,0.54,25.536858475894245
740,Dare ›,2116.0,5718.0,10.0,27.0,51.0,1.0,2.0,5,-49.0,0.0,,30.0
741,Darke ›,5370.0,10506.0,123.0,241.0,26.0,5.0,14.0,4,121.0,0.0,,29.0
742,Darlington ›,8453.0,12689.0,174.0,261.0,28.0,25.0,12.0,6,-16.0,0.4,0.21,24.0
743,Dauphin ›,25478.0,9155.0,545.0,196.0,31.0,17.0,17.0,16,-17.0,0.6,0.55,30.0
744,Davidson ›,98732.0,14224.0,941.0,136.0,34.0,12.0,11.0,9,-65.0,0.3,0.26,21.0
745,Davidson ›,16571.0,9887.0,187.0,112.0,26.0,65.0,12.0,12,-10.0,0.4,0.08,35.0
746,Daviess ›,702.0,8480.0,11.0,133.0,19.0,1.0,3.0,17,-11.0,0.0,,33.0
747,Daviess ›,2983.0,8944.0,101.0,303.0,20.0,2.0,6.0,,-100.0,0.3,0.92,27.0
748,Daviess ›,10781.0,10621.0,184.0,181.0,33.0,3.0,11.0,11,-45.0,0.0,,37.0
749,Davie ›,4074.0,9508.0,37.0,86.0,33.0,4.0,11.0,,-100.0,0.0,,25.0
750,Davison ›,3232.0,16344.0,67.0,339.0,31.0,1.0,14.0,,-100.0,0.0,,31.0
751,Davis ›,38166.0,10736.0,170.0,48.0,30.0,3.0,7.0,5,-12.0,0.0,,45.0
752,Davis ›,829.0,9211.0,24.0,267.0,25.0,1.0,3.0,,-100.0,0.0,,39.0
753,Dawes ›,745.0,8674.0,18.0,210.0,24.0,1.0,4.0,,0.0,0.0,,35.0
754,Dawson ›,1102.0,12795.0,30.0,348.0,26.0,6.0,5.0,3,-3.0,0.1,0.12,43.0
755,Dawson ›,3101.0,11878.0,44.0,169.0,0.0,8.0,9.0,14,-17.0,0.0,,25.536858475894245
756,Dawson ›,2885.0,12227.0,31.0,131.0,26.0,1.0,25.0,,0.0,0.0,,21.0
757,Dawson ›,1736.0,13639.0,69.0,542.0,16.0,4.0,11.0,13,470.0,0.0,,31.0
758,Day ›,708.0,13053.0,29.0,535.0,37.0,1.0,5.0,10,37.0,0.0,,18.0
759,De Baca ›,158.0,9039.0,1.0,57.0,24.0,12.0,5.0,8,-48.0,0.4,0.2,32.0
760,De Soto ›,2787.0,10148.0,78.0,284.0,22.0,3.0,9.0,8,4.0,0.1,0.43,19.0
761,De Witt ›,1508.0,9643.0,31.0,198.0,28.0,1.0,5.0,14,-17.0,0.0,,25.0
762,DeKalb ›,66472.0,8754.0,1021.0,134.0,0.0,1.0,5.0,5,-31.0,0.0,,25.536858475894245
763,DeKalb ›,2806.0,13694.0,54.0,264.0,22.0,5.0,10.0,10,43.0,0.1,0.31,25.0
764,DeKalb ›,4296.0,9882.0,88.0,202.0,25.0,1.0,10.0,,0.0,0.0,,29.0
765,DeKalb ›,1126.0,8974.0,31.0,247.0,17.0,1.0,4.0,,-100.0,0.0,,25.0
766,DeKalb ›,10080.0,9609.0,124.0,118.0,28.0,1.0,5.0,9,115.0,0.0,,22.0
767,DeKalb ›,8846.0,12370.0,187.0,261.0,16.0,31.0,7.0,8,64.0,0.6,0.14,25.0
768,DeSoto ›,4360.0,11473.0,93.0,245.0,22.0,82.0,15.0,11,-53.0,1.7,0.3,33.0
769,DeSoto ›,21626.0,11693.0,259.0,140.0,23.0,1.0,7.0,6,0.0,0.0,,18.0
770,DeWitt ›,1930.0,9573.0,59.0,293.0,24.0,1.0,6.0,,-100.0,0.0,,30.0
771,Deaf Smith ›,2816.0,15184.0,66.0,356.0,21.0,3.0,17.0,6,-49.0,0.3,1.55,28.0
772,Dearborn ›,5827.0,11782.0,81.0,164.0,30.0,56.0,15.0,13,-19.0,0.4,0.11,30.0
773,Decatur ›,2950.0,11173.0,70.0,265.0,0.0,7.0,6.0,19,-28.0,0.3,0.24,25.536858475894245
774,Decatur ›,1592.0,13650.0,39.0,334.0,23.0,9.0,9.0,11,-15.0,0.0,,25.0
775,Decatur ›,608.0,7726.0,9.0,114.0,28.0,0.0,,13,99.0,0.0,,32.0
776,Decatur ›,267.0,9445.0,12.0,424.0,28.0,0.0,,,0.0,0.0,,24.0
777,Decatur ›,2910.0,10957.0,96.0,361.0,31.0,3.0,10.0,,-100.0,0.0,,20.0
778,Deer Lodge ›,1115.0,12199.0,15.0,164.0,41.0,1.0,22.0,8,19.0,0.0,,33.0
779,Defiance ›,4236.0,11122.0,97.0,255.0,33.0,9.0,14.0,6,33.0,0.0,,35.0
780,Del Norte ›,1395.0,5016.0,8.0,29.0,23.0,3.0,5.0,,-100.0,0.0,,31.0
781,Delaware ›,4631.0,10768.0,91.0,212.0,20.0,1.0,1.0,,-100.0,0.1,1.42,22.0
782,Delaware ›,18572.0,8879.0,133.0,64.0,48.0,14.0,6.0,16,5.0,0.4,0.18,41.0
783,Delaware ›,2095.0,12316.0,41.0,241.0,37.0,2.0,11.0,4,-5.0,0.1,0.84,37.0
784,Delaware ›,2311.0,5236.0,37.0,84.0,36.0,5.0,5.0,16,-18.0,0.1,0.14,53.0
785,Delaware ›,51491.0,9085.0,1420.0,251.0,39.0,15.0,16.0,87,-10.0,0.1,0.16,34.0
786,Delaware ›,10735.0,9406.0,193.0,169.0,30.0,1.0,7.0,10,18.0,0.0,,31.0
787,Delta ›,320.0,6003.0,12.0,225.0,20.0,0.0,,2,-35.0,0.0,,21.0
788,Delta ›,3968.0,11089.0,91.0,254.0,42.0,14.0,35.0,35,45.0,0.0,,29.0
789,Delta ›,2722.0,8735.0,61.0,196.0,0.0,2.0,52.0,,-100.0,0.0,,25.536858475894245
790,Denali Borough ›,105.0,5007.0,0.0,201.96666666666667,36.0,1.0,7.0,3,-41.0,0.0,,55.0
791,Denton ›,75307.0,8488.0,755.0,85.0,35.0,1.0,4.0,,-100.0,0.0,,27.0
792,Dent ›,968.0,6216.0,17.0,109.0,17.0,0.0,,,0.0,0.0,,28.0
793,Denver ›,72024.0,9904.0,816.0,112.0,0.0,3.0,17.0,19,-8.0,0.1,0.78,25.536858475894245
794,Des Moines ›,4558.0,11697.0,66.0,169.0,33.0,2.0,8.0,,-100.0,0.0,,28.0
795,Deschutes ›,8962.0,4533.0,74.0,37.0,40.0,71.0,12.0,7,-33.0,0.3,0.05,37.0
796,Desha ›,1363.0,11997.0,24.0,211.0,32.0,3.0,7.0,15,-6.0,0.0,,21.0
797,Deuel ›,103.0,5741.0,2.0,111.0,19.0,0.0,,6,-28.0,0.0,,17.0
798,Deuel ›,527.0,12112.0,9.0,207.0,26.0,1.0,4.0,,-100.0,0.0,,27.0
799,Dewey ›,1474.0,25017.0,28.0,475.0,41.0,4.0,11.0,13,-32.0,0.1,0.37,39.0
800,Dewey ›,552.0,11286.0,14.0,286.0,18.0,1.0,2.0,9,-10.0,0.0,,23.0
801,Dickenson ›,938.0,6551.0,15.0,105.0,0.0,1.0,4.0,4,-61.0,0.1,0.96,25.536858475894245
802,Dickens ›,188.0,8503.0,10.0,452.0,22.0,1.0,4.0,8,142.0,0.0,,28.0
803,Dickey ›,794.0,16297.0,33.0,677.0,38.0,15.0,8.0,17,-26.0,0.0,,41.0
804,Dickinson ›,2483.0,14388.0,43.0,249.0,43.0,9.0,9.0,12,86.0,0.0,,39.0
805,Dickinson ›,2706.0,10722.0,74.0,293.0,43.0,362.0,29.0,25,-42.0,8.4,0.67,42.0
806,Dickinson ›,1768.0,9574.0,45.0,244.0,34.0,0.0,,,-100.0,0.0,,35.0
807,Dickson ›,6850.0,12697.0,113.0,209.0,24.0,2.0,10.0,13,-6.0,0.0,,19.0
808,Dillingham Census Area ›,228.0,4638.0,2.0,41.0,34.0,1.0,6.0,,0.0,0.0,,43.0
809,Dillon ›,4372.0,14344.0,84.0,276.0,25.0,15.0,19.0,9,113.0,0.0,,29.0
810,Dimmit ›,2203.0,21760.0,35.0,346.0,33.0,14.0,85.0,,-100.0,0.0,,27.0
811,Dinwiddie ›,2118.0,7420.0,43.0,151.0,0.0,2.0,8.0,5,-24.0,0.3,1.36,25.536858475894245
812,Divide ›,181.0,7995.0,2.0,88.0,30.0,0.0,,5,-6.0,0.0,,26.0
813,Dixie ›,1615.0,9598.0,24.0,143.0,19.0,29.0,11.0,11,-18.0,0.6,0.22,43.0
814,Dixon ›,611.0,10841.0,9.0,160.0,30.0,2.0,9.0,7,-21.0,0.0,,33.0
815,Doddridge ›,599.0,7090.0,6.0,71.0,0.0,1.0,15.0,14,48.0,0.0,,25.536858475894245
816,Dodge ›,2139.0,10381.0,102.0,495.0,0.0,2.0,13.0,9,10.0,0.0,,25.536858475894245
817,Dodge ›,4953.0,13546.0,62.0,170.0,33.0,8.0,13.0,15,156.0,0.1,0.23,28.0
818,Dodge ›,12798.0,14570.0,185.0,211.0,32.0,13.0,29.0,4,-55.0,0.9,1.96,33.0
819,Dodge ›,1845.0,8813.0,3.0,14.0,37.0,2.0,8.0,,-100.0,0.0,,38.0
820,Dolores ›,93.0,4526.0,0.0,201.96666666666667,0.0,1.0,6.0,4,-51.0,0.0,,25.536858475894245
821,Doniphan ›,970.0,12763.0,23.0,303.0,27.0,2.0,6.0,5,-46.0,0.0,,29.0
822,Donley ›,420.0,12813.0,15.0,458.0,20.0,6.0,8.0,6,-6.0,0.0,,20.0
823,Dooly ›,1079.0,8058.0,46.0,344.0,0.0,1.0,4.0,3,-73.0,0.0,,25.536858475894245
824,Door ›,2830.0,10228.0,29.0,105.0,57.0,2.0,7.0,4,-7.0,0.1,0.41,22.0
825,Dorado,2617.0,7314.0,184.76028052279247,201.96666666666667,27.0,8.0,17.0,,0.0,0.0,,23.0
826,Dorchester ›,2770.0,8675.0,51.0,160.0,36.0,4.0,11.0,13,-32.0,0.0,,35.0
827,Dorchester ›,17856.0,10967.0,219.0,135.0,26.0,16.0,7.0,5,-48.0,0.3,0.13,22.0
828,Dougherty ›,7615.0,8658.0,304.0,346.0,0.0,1.0,4.0,4,85.0,0.0,,25.536858475894245
829,Douglas ›,3272.0,2948.0,71.0,64.0,31.0,2.0,8.0,,0.0,0.0,,49.0
830,Douglas ›,71463.0,12508.0,708.0,124.0,40.0,2.0,34.0,,-100.0,0.0,,18.0
831,Douglas ›,15299.0,10454.0,224.0,153.0,0.0,2.0,13.0,11,-5.0,0.0,,25.536858475894245
832,Douglas ›,9264.0,7577.0,87.0,71.0,39.0,0.0,,,-100.0,0.0,,28.0
833,Douglas ›,2861.0,5850.0,35.0,72.0,35.0,1.0,3.0,11,-9.0,0.0,,28.0
834,Douglas ›,2588.0,13296.0,41.0,211.0,25.0,4.0,23.0,,-100.0,0.0,,32.0
835,Douglas ›,455.0,15577.0,9.0,308.0,27.0,1.0,11.0,,-100.0,0.0,,34.0
836,Douglas ›,924.0,7008.0,28.0,212.0,13.0,0.0,,3,-50.0,0.0,,28.0
837,Douglas ›,4856.0,11254.0,57.0,132.0,26.0,6.0,7.0,12,-12.0,0.4,0.48,47.0
838,Douglas ›,29411.0,8376.0,255.0,73.0,0.0,1.0,21.0,10,68.0,0.0,,25.536858475894245
839,Douglas ›,3659.0,8425.0,22.0,51.0,36.0,18.0,22.0,,-100.0,0.3,0.35,26.0
840,Douglas ›,4663.0,12226.0,75.0,197.0,39.0,88.0,20.0,13,-9.0,1.3,0.3,39.0
841,Doña Ana ›,24986.0,11451.0,455.0,209.0,32.0,7.0,10.0,8,-3.0,0.1,0.19,27.0
842,Drew ›,2007.0,11016.0,44.0,242.0,27.0,1.0,5.0,6,-12.0,0.0,,23.0
843,DuPage ›,90503.0,9806.0,1364.0,148.0,40.0,1.0,6.0,10,-1.0,0.0,,29.0
844,Dubois ›,6163.0,14421.0,118.0,276.0,34.0,6.0,31.0,14,-3.0,0.0,,25.0
845,Dubuque ›,13367.0,13736.0,209.0,215.0,46.0,3.0,27.0,,-100.0,0.0,,40.0
846,Duchesne ›,1267.0,6355.0,9.0,45.0,22.0,0.0,,,-100.0,0.0,,30.0
847,Dukes ›,1319.0,7610.0,0.0,201.96666666666667,3.0,5.0,7.0,,-100.0,0.0,,40.0
848,Dundy ›,184.0,10868.0,4.0,236.0,25.0,1.0,9.0,,0.0,0.0,,33.0
849,Dunklin ›,2835.0,9732.0,22.0,76.0,15.0,2.0,6.0,16,-24.0,0.0,,28.0
850,Dunn ›,5066.0,11166.0,32.0,71.0,32.0,12.0,6.0,4,-38.0,0.1,0.08,38.0
851,Dunn ›,382.0,8635.0,7.0,158.0,15.0,0.0,,,-100.0,0.1,7.72,24.0
852,Duplin ›,6282.0,10694.0,133.0,226.0,22.0,30.0,14.0,15,-11.0,0.7,0.33,28.0
853,Durham ›,25445.0,7915.0,226.0,70.0,42.0,1.0,9.0,5,-12.0,0.0,,29.0
854,Dutchess ›,29107.0,9893.0,443.0,151.0,42.0,14.0,19.0,4,-78.0,0.3,0.38,33.0
855,Duval ›,1256.0,11258.0,41.0,367.0,33.0,1.0,39.0,6,-19.0,0.0,,30.0
856,Duval ›,98995.0,10336.0,1432.0,150.0,32.0,122.0,13.0,12,-18.0,5.2,0.54,32.0
857,Dyer ›,5440.0,14640.0,106.0,285.0,20.0,4.0,13.0,,-100.0,0.1,0.43,20.0
858,Eagle ›,6282.0,11396.0,22.0,40.0,0.0,82.0,25.0,6,-39.0,0.0,,25.536858475894245
859,Early ›,1179.0,11570.0,48.0,471.0,0.0,7.0,8.0,10,43.0,0.1,0.17,25.536858475894245
860,East Baton Rouge ›,39761.0,9035.0,806.0,183.0,32.0,2.0,9.0,,0.0,0.0,,21.0
861,East Carroll ›,1130.0,16470.0,26.0,379.0,26.0,5.0,29.0,8,-3.0,0.0,,49.0
862,East Feliciana ›,3164.0,16535.0,112.0,585.0,23.0,7.0,43.0,4,40.0,0.0,,21.0
863,Eastland ›,1353.0,7369.0,49.0,267.0,22.0,1.0,2.0,25,0.0,0.0,,34.0
864,Eaton ›,9926.0,9002.0,198.0,180.0,35.0,6.0,22.0,15,-54.0,0.1,0.49,40.0
865,Eau Claire ›,11887.0,11359.0,119.0,114.0,42.0,3.0,8.0,3,-66.0,0.0,,32.0
866,Echols ›,477.0,11907.0,9.0,225.0,0.0,11.0,9.0,10,-6.0,0.0,,25.536858475894245
867,Ector ›,17306.0,10411.0,371.0,223.0,23.0,2.0,9.0,8,-17.0,0.0,,26.0
868,Eddy ›,6844.0,11707.0,129.0,221.0,19.0,7.0,10.0,,0.0,0.0,,27.0
869,Eddy ›,469.0,20507.0,6.0,262.0,39.0,4.0,26.0,,-100.0,0.1,0.95,12.0
870,Edgar ›,1702.0,9918.0,59.0,344.0,26.0,1.0,7.0,15,-6.0,0.0,,22.0
871,Edgecombe ›,5576.0,10833.0,111.0,216.0,25.0,10.0,14.0,,-100.0,0.6,0.85,23.0
872,Edgefield ›,3136.0,11504.0,43.0,158.0,33.0,6.0,10.0,5,-15.0,0.4,0.63,23.0
873,Edmonson ›,913.0,7514.0,23.0,189.0,24.0,1.0,3.0,19,3.0,0.0,,35.0
874,Edmunds ›,513.0,13398.0,14.0,366.0,24.0,1.0,5.0,12,-32.0,0.0,,37.0
875,Edwards ›,569.0,8898.0,13.0,203.0,25.0,1.0,3.0,7,604.0,0.0,,24.0
876,Edwards ›,250.0,12940.0,6.0,311.0,25.0,15.0,9.0,,-100.0,0.3,0.16,24.0
877,Edwards ›,266.0,9507.0,12.0,429.0,32.0,0.0,,,0.0,0.0,,22.0
878,Effingham ›,4729.0,13906.0,83.0,244.0,26.0,69.0,24.0,19,-18.0,0.6,0.2,32.0
879,Effingham ›,4638.0,7214.0,68.0,106.0,0.0,1.0,1.0,,-100.0,0.0,,25.536858475894245
880,El Dorado ›,10154.0,5265.0,113.0,59.0,35.0,2.0,8.0,2,-42.0,0.0,,28.0
881,El Paso ›,67155.0,9322.0,814.0,113.0,0.0,4.0,9.0,4,-56.0,0.0,,25.536858475894245
882,El Paso ›,135229.0,16113.0,2680.0,319.0,38.0,20.0,22.0,6,-74.0,0.3,0.31,27.0
883,Elbert ›,2298.0,11972.0,73.0,380.0,0.0,14.0,9.0,17,28.0,0.1,0.1,25.536858475894245
884,Elbert ›,1742.0,6517.0,13.0,49.0,0.0,1.0,10.0,,-100.0,0.0,,25.536858475894245
885,Elkhart ›,28795.0,13955.0,457.0,221.0,23.0,9.0,27.0,10,-9.0,0.0,,33.0
886,Elko ›,4871.0,9229.0,56.0,106.0,22.0,4.0,7.0,8,13.0,0.0,,22.0
887,Elk ›,2836.0,9482.0,39.0,130.0,40.0,83.0,19.0,14,-24.0,1.3,0.29,33.0
888,Elk ›,179.0,7075.0,5.0,198.0,22.0,0.0,,,-100.0,0.0,,36.0
889,Elliott ›,961.0,12784.0,2.0,27.0,21.0,4.0,31.0,6,-39.0,0.0,,26.0
890,Ellis ›,3745.0,13116.0,71.0,249.0,33.0,1.0,7.0,,0.0,0.0,,30.0
891,Ellis ›,22814.0,12344.0,311.0,168.0,27.0,9.0,8.0,6,-19.0,0.4,0.37,22.0
892,Ellis ›,357.0,9251.0,5.0,130.0,23.0,0.0,,,0.0,0.0,,26.0
893,Ellsworth ›,1221.0,20010.0,25.0,410.0,36.0,16.0,10.0,22,46.0,0.1,0.09,28.0
894,Elmore ›,2018.0,7335.0,15.0,55.0,23.0,1.0,2.0,,0.0,0.0,,17.0
895,Elmore ›,10060.0,12388.0,205.0,252.0,22.0,6.0,8.0,11,-6.0,0.0,,22.0
896,Emanuel ›,2559.0,11300.0,81.0,358.0,0.0,4.0,7.0,6,-25.0,0.0,,25.536858475894245
897,Emery ›,928.0,9269.0,9.0,90.0,24.0,1.0,6.0,,0.0,0.0,,25.0
898,Emmet ›,2782.0,8326.0,41.0,123.0,52.0,29.0,19.0,29,-21.0,0.7,0.47,34.0
899,Emmet ›,1342.0,14574.0,40.0,434.0,36.0,5.0,11.0,13,7.0,0.1,0.31,34.0
900,Emmons ›,425.0,13113.0,13.0,401.0,24.0,1.0,10.0,,-100.0,0.0,,40.0
901,Emporia ›,669.0,12514.0,42.0,786.0,0.0,13.0,16.0,13,19.0,0.6,0.7,25.536858475894245
902,Erath ›,4196.0,9827.0,69.0,162.0,21.0,1.0,7.0,6,-19.0,0.0,,25.0
903,Erie ›,20601.0,7638.0,407.0,151.0,37.0,30.0,12.0,10,-20.0,0.6,0.23,35.0
904,Erie ›,88115.0,9591.0,1775.0,193.0,42.0,8.0,17.0,5,-69.0,0.0,,27.0
905,Erie ›,7930.0,10678.0,154.0,207.0,38.0,32.0,14.0,15,92.0,0.3,0.12,36.0
906,Escambia ›,36282.0,11398.0,692.0,217.0,29.0,6.0,15.0,16,0.0,0.0,,22.0
907,Escambia ›,3939.0,10753.0,77.0,210.0,18.0,3.0,9.0,,-100.0,0.1,0.48,20.0
908,Esmeralda ›,38.0,4353.0,0.0,201.96666666666667,27.0,0.0,,8,18.0,0.0,,23.0
909,Essex ›,761.0,6948.0,9.0,82.0,0.0,2.0,6.0,7,-24.0,0.0,,25.536858475894245
910,Essex ›,93525.0,11706.0,2944.0,368.0,35.0,68.0,10.0,12,-19.0,1.6,0.23,38.0
911,Essex ›,1581.0,4286.0,26.0,70.0,50.0,2.0,5.0,3,0.0,0.0,,42.0
912,Essex ›,282.0,4576.0,2.0,32.0,0.0,5.0,16.0,,-100.0,0.0,,25.536858475894245
913,Essex ›,96706.0,12256.0,2365.0,300.0,43.0,81.0,14.0,14,-18.0,1.1,0.2,35.0
914,Estill ›,1108.0,7855.0,11.0,78.0,29.0,2.0,5.0,,0.0,0.0,,28.0
915,Etowah ›,13861.0,13554.0,353.0,345.0,21.0,6.0,14.0,11,4.0,0.1,0.32,15.0
916,Eureka ›,54.0,2661.0,0.0,201.96666666666667,18.0,0.0,,8,18.0,0.0,,25.0
917,Evangeline ›,3612.0,10816.0,93.0,278.0,19.0,50.0,11.0,8,-3.0,0.4,0.1,32.0
918,Evans ›,965.0,9058.0,29.0,272.0,0.0,1.0,5.0,,-100.0,0.0,,25.536858475894245
919,Fairbanks North Star Borough ›,7835.0,8090.0,41.0,42.0,31.0,1.0,10.0,1,-77.0,0.0,,49.0
920,Fairfax City ›,558.0,2323.0,19.0,79.0,0.0,0.0,,7,-48.0,0.0,,25.536858475894245
921,Fairfax ›,76560.0,6672.0,1077.0,94.0,0.0,2.0,5.0,2,-30.0,0.0,,25.536858475894245
922,Fairfield ›,99436.0,10541.0,2176.0,231.0,45.0,93.0,11.0,12,-33.0,1.6,0.18,45.0
923,Fairfield ›,16264.0,10321.0,200.0,127.0,35.0,5.0,13.0,,-100.0,0.0,,31.0
924,Fairfield ›,2396.0,10722.0,81.0,362.0,30.0,2.0,18.0,,0.0,0.2,1.92,26.0
925,Fajardo,1642.0,5529.0,184.76028052279247,201.96666666666667,28.0,12.0,10.0,,0.0,0.0,,30.0
926,Fall River ›,596.0,8878.0,16.0,238.0,34.0,0.0,,,-100.0,0.0,,23.0
927,Fallon ›,286.0,10049.0,2.0,70.0,21.0,1.0,6.0,,0.0,0.0,,34.0
928,Falls Church ›,430.0,2942.0,9.0,62.0,0.0,0.0,,6,-25.0,0.0,,25.536858475894245
929,Falls ›,2091.0,12089.0,32.0,185.0,20.0,69.0,7.0,2,-78.0,0.6,0.06,39.0
930,Fannin ›,3478.0,9793.0,108.0,304.0,22.0,1.0,7.0,3,-75.0,0.0,,25.0
931,Fannin ›,2397.0,9153.0,72.0,275.0,0.0,2.0,5.0,8,-3.0,0.3,0.64,25.536858475894245
932,Faribault ›,1521.0,11140.0,19.0,139.0,37.0,5.0,14.0,,-100.0,0.1,0.42,37.0
933,Faulkner ›,12650.0,10039.0,161.0,128.0,28.0,1.0,4.0,11,-18.0,0.0,,21.0
934,Faulk ›,371.0,16137.0,13.0,565.0,36.0,1.0,14.0,9,37.0,0.0,,20.0
935,Fauquier ›,4663.0,6547.0,68.0,95.0,0.0,1.0,4.0,13,-12.0,0.0,,25.536858475894245
936,Fayette ›,12820.0,9917.0,311.0,241.0,38.0,8.0,20.0,20,-5.0,0.1,0.35,28.0
937,Fayette ›,3174.0,14876.0,58.0,272.0,19.0,3.0,25.0,13,4.0,0.0,,31.0
938,Fayette ›,2721.0,10735.0,63.0,249.0,29.0,1.0,13.0,,-100.0,0.0,,22.0
939,Fayette ›,2949.0,12765.0,64.0,277.0,25.0,56.0,20.0,21,-7.0,0.3,0.11,36.0
940,Fayette ›,5116.0,12438.0,77.0,187.0,29.0,3.0,9.0,15,-16.0,0.0,,26.0
941,Fayette ›,3448.0,8131.0,76.0,179.0,0.0,8.0,15.0,15,1.0,0.3,0.5,25.536858475894245
942,Fayette ›,2826.0,9907.0,50.0,175.0,27.0,3.0,12.0,4,-66.0,0.0,,20.0
943,Fayette ›,9005.0,7870.0,169.0,148.0,0.0,1.0,3.0,10,-31.0,0.1,0.48,25.536858475894245
944,Fayette ›,35779.0,11072.0,309.0,96.0,45.0,4.0,16.0,,-100.0,0.1,0.54,28.0
945,Fayette ›,1850.0,9415.0,41.0,209.0,39.0,1.0,3.0,14,99.0,0.0,,37.0
946,Fayette ›,2125.0,13035.0,62.0,380.0,20.0,8.0,10.0,5,-54.0,0.1,0.17,22.0
947,Fentress ›,2426.0,13097.0,47.0,254.0,19.0,3.0,18.0,10,-16.0,0.0,,16.0
948,Fergus ›,1117.0,10109.0,31.0,281.0,28.0,1.0,6.0,4,9.0,0.0,,29.0
949,Ferry ›,357.0,4681.0,5.0,66.0,29.0,12.0,12.0,,0.0,0.1,0.15,23.0
950,Fillmore ›,505.0,9246.0,8.0,146.0,32.0,1.0,6.0,,0.0,0.0,,28.0
951,Fillmore ›,1559.0,7400.0,10.0,47.0,45.0,1.0,4.0,9,-48.0,0.0,,46.0
952,Finney ›,6062.0,16623.0,71.0,195.0,21.0,5.0,7.0,,0.0,0.0,,26.0
953,Fisher ›,300.0,7833.0,14.0,366.0,23.0,1.0,3.0,5,7.0,0.0,,21.0
954,Flagler ›,7371.0,6405.0,110.0,96.0,39.0,1.0,2.0,9,5.0,0.0,,18.0
955,Flathead ›,11960.0,11521.0,93.0,90.0,24.0,1.0,13.0,,0.0,0.0,,53.0
956,Fleming ›,1197.0,8209.0,23.0,158.0,29.0,3.0,7.0,7,4.0,0.6,1.61,32.0
