,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
2627,Sedgwick ›,56676.0,10983.0,753.0,146.0,29.0,1.0,4.0,,-100.0,0.0,,15.0
2628,Seminole ›,34487.0,7309.0,501.0,106.0,32.0,1.0,4.0,12,-11.0,0.0,,17.0
2629,Seminole ›,956.0,11817.0,19.0,235.0,0.0,10.0,9.0,14,-26.0,0.1,0.12,25.536858475894245
2630,Seminole ›,2875.0,11852.0,70.0,289.0,30.0,1.0,3.0,4,-50.0,0.0,,22.0
2631,Seneca ›,5302.0,9609.0,121.0,219.0,32.0,4.0,10.0,4,-54.0,0.0,,12.0
2632,Seneca ›,1977.0,5812.0,56.0,165.0,35.0,3.0,8.0,3,-57.0,0.0,,50.0
2633,Sequatchie ›,1716.0,11420.0,29.0,193.0,16.0,2.0,7.0,17,19.0,0.0,,21.0
2634,Sequoyah ›,4120.0,9911.0,51.0,123.0,22.0,0.0,,6,-19.0,0.0,,18.0
2635,Sevier ›,2193.0,10143.0,14.0,65.0,23.0,1.0,7.0,5,-23.0,0.0,,26.0
2636,Sevier ›,13441.0,13680.0,175.0,178.0,25.0,5.0,10.0,11,-16.0,0.0,,26.0
2637,Sevier ›,2790.0,16405.0,24.0,141.0,23.0,12.0,9.0,10,-23.0,0.0,,28.0
2638,Seward ›,3975.0,18550.0,41.0,191.0,24.0,45.0,9.0,5,-48.0,0.9,0.17,29.0
2639,Seward ›,1998.0,11560.0,32.0,185.0,31.0,2.0,17.0,8,-13.0,0.0,,33.0
2640,Shackelford ›,274.0,8392.0,5.0,153.0,24.0,2.0,4.0,13,-21.0,0.0,,25.0
2641,Shannon ›,585.0,7164.0,12.0,147.0,15.0,0.0,,,-100.0,0.0,,18.0
2642,Sharkey ›,502.0,11618.0,17.0,393.0,28.0,2.0,6.0,3,-44.0,0.0,,22.0
2643,Sharp ›,1605.0,9202.0,46.0,264.0,21.0,1.0,2.0,3,-53.0,0.0,,24.0
2644,Shasta ›,12152.0,6748.0,226.0,125.0,27.0,74.0,3.0,7,-16.0,5.4,0.25,27.0
2645,Shawano ›,5287.0,12927.0,83.0,203.0,34.0,33.0,17.0,7,3.0,0.7,0.36,36.0
2646,Shawnee ›,17495.0,9891.0,364.0,206.0,39.0,0.0,,,0.0,0.0,,28.0
2647,Sheboygan ›,14666.0,12715.0,153.0,133.0,39.0,25.0,15.0,8,17.0,1.0,0.61,40.0
2648,Shelby ›,1309.0,11428.0,37.0,323.0,44.0,1.0,8.0,,0.0,0.0,,37.0
2649,Shelby ›,5912.0,13217.0,106.0,237.0,33.0,8.0,23.0,14,14.0,0.1,0.43,25.0
2650,Shelby ›,23730.0,10900.0,249.0,114.0,19.0,3.0,11.0,9,-23.0,0.1,0.63,20.0
2651,Shelby ›,4701.0,9675.0,93.0,191.0,24.0,6.0,10.0,9,-17.0,0.0,,31.0
2652,Shelby ›,4752.0,9693.0,70.0,143.0,29.0,2.0,13.0,7,24.0,0.0,,29.0
2653,Shelby ›,1683.0,6659.0,67.0,265.0,17.0,0.0,,,0.0,0.0,,28.0
2654,Shelby ›,616.0,10388.0,7.0,118.0,31.0,1.0,10.0,1,-79.0,0.0,,24.0
2655,Shelby ›,97095.0,10360.0,1635.0,174.0,26.0,2.0,4.0,13,-25.0,0.1,0.29,23.0
2656,Shelby ›,2295.0,10608.0,40.0,185.0,24.0,2.0,11.0,7,-16.0,0.0,,33.0
2657,Shenandoah ›,4310.0,9882.0,132.0,303.0,0.0,8.0,10.0,6,-25.0,0.0,,25.536858475894245
2658,Sherburne ›,11671.0,12003.0,87.0,89.0,23.0,13.0,20.0,5,-54.0,0.1,0.22,38.0
2659,Sheridan ›,422.0,12753.0,5.0,151.0,34.0,2.0,35.0,8,19.0,0.0,,26.0
2660,Sheridan ›,432.0,17136.0,13.0,516.0,26.0,5.0,8.0,,-100.0,0.1,0.23,32.0
2661,Sheridan ›,121.0,9202.0,2.0,152.0,27.0,0.0,,,0.0,0.0,,39.0
2662,Sheridan ›,3178.0,10425.0,31.0,102.0,33.0,6.0,7.0,,-100.0,0.0,,27.0
2663,Sheridan ›,523.0,9970.0,19.0,362.0,21.0,2.0,7.0,8,-20.0,0.0,,34.0
2664,Sherman ›,58.0,3258.0,1.0,56.0,34.0,1.0,11.0,,-100.0,0.1,1.23,31.0
2665,Sherman ›,232.0,7677.0,12.0,397.0,22.0,1.0,3.0,2,-35.0,0.0,,27.0
2666,Sherman ›,636.0,10749.0,12.0,203.0,27.0,1.0,3.0,,-100.0,0.0,,29.0
2667,Sherman ›,208.0,6931.0,4.0,133.0,29.0,0.0,,,0.0,0.0,,16.0
2668,Shiawassee ›,6251.0,9176.0,101.0,148.0,31.0,198.0,23.0,30,-33.0,5.6,0.64,35.0
2669,Shoshone ›,1117.0,8671.0,34.0,264.0,29.0,1.0,7.0,,0.0,0.0,,32.0
2670,Sibley ›,1431.0,9627.0,10.0,67.0,30.0,1.0,13.0,,-100.0,0.0,,40.0
2671,Sierra ›,54.0,1797.0,0.0,201.96666666666667,0.0,0.0,,7,11.0,0.0,,25.536858475894245
2672,Sierra ›,765.0,7089.0,50.0,463.0,34.0,1.0,4.0,,-100.0,0.0,,39.0
2673,Silver Bow ›,4096.0,11731.0,86.0,246.0,42.0,1.0,17.0,16,54.0,0.0,,29.0
2674,Simpson ›,2952.0,11074.0,88.0,330.0,23.0,1.0,5.0,,-100.0,0.0,,23.0
2675,Simpson ›,2118.0,11404.0,38.0,205.0,29.0,10.0,19.0,19,4.0,0.0,,33.0
2676,Sioux ›,664.0,15697.0,12.0,284.0,24.0,1.0,39.0,,0.0,0.0,,35.0
2677,Sioux ›,39.0,3345.0,0.0,201.96666666666667,16.0,0.0,,13,156.0,0.0,,20.0
2678,Sioux ›,5144.0,14758.0,74.0,212.0,29.0,31.0,18.0,14,9.0,0.1,0.08,38.0
2679,Siskiyou ›,2245.0,5156.0,24.0,55.0,31.0,1.0,5.0,7,9.0,0.0,,25.536858475894245
2680,Sitka City and Borough ›,347.0,4086.0,0.0,201.96666666666667,55.0,1.0,5.0,1,-77.0,0.0,,29.0
2681,Skagit ›,5635.0,4361.0,70.0,54.0,39.0,20.0,8.0,3,-50.0,0.6,0.23,33.0
2682,Skagway Municipality ›,20.0,1691.0,0.0,201.96666666666667,57.0,0.0,,,0.0,0.0,,54.0
2683,Skamania ›,347.0,2872.0,1.0,8.0,24.0,2.0,12.0,,-100.0,0.0,,26.0
2684,Slope ›,32.0,4267.0,0.0,201.96666666666667,8.0,0.0,,,0.0,0.0,,35.0
2685,Smith ›,20287.0,8716.0,472.0,203.0,26.0,1.0,4.0,4,32.0,0.0,,21.0
2686,Smith ›,2787.0,13826.0,39.0,193.0,18.0,8.0,11.0,18,-2.0,0.0,,30.0
2687,Smith ›,1624.0,10204.0,34.0,214.0,17.0,1.0,4.0,5,-24.0,0.0,,31.0
2688,Smith ›,270.0,7536.0,3.0,84.0,33.0,0.0,,,0.0,0.0,,28.0
2689,Smyth ›,2959.0,9829.0,93.0,309.0,0.0,4.0,10.0,27,52.0,0.0,,25.536858475894245
2690,Snohomish ›,37477.0,4559.0,574.0,70.0,37.0,23.0,11.0,,-100.0,0.3,0.14,31.0
2691,Snyder ›,3608.0,8937.0,84.0,208.0,26.0,8.0,16.0,19,-11.0,0.0,,37.0
2692,Socorro ›,1316.0,7910.0,56.0,337.0,36.0,2.0,6.0,8,-3.0,0.1,0.54,40.0
2693,Solano ›,32958.0,7363.0,252.0,56.0,34.0,5.0,4.0,3,-61.0,0.1,0.1,45.0
2694,Somerset ›,2065.0,4090.0,30.0,59.0,37.0,40.0,19.0,14,16.0,0.0,,46.0
2695,Somerset ›,7768.0,10576.0,207.0,282.0,31.0,28.0,22.0,16,-15.0,0.3,0.22,38.0
2696,Somerset ›,29815.0,9064.0,836.0,254.0,42.0,15.0,5.0,9,-32.0,0.5,0.15,42.0
2697,Somerset ›,2567.0,10021.0,38.0,148.0,26.0,5.0,16.0,22,-23.0,0.0,,36.0
2698,Somervell ›,1080.0,11832.0,14.0,153.0,27.0,8.0,6.0,,-100.0,0.1,0.12,24.0
2699,Sonoma ›,30035.0,6076.0,320.0,65.0,45.0,52.0,3.0,4,-15.0,1.7,0.09,46.0
2700,Southampton ›,1972.0,11185.0,56.0,318.0,0.0,7.0,14.0,12,-42.0,0.3,0.53,25.536858475894245
2701,Southeast Fairbanks Census Area ›,689.0,9996.0,4.0,58.0,20.0,1.0,23.0,,0.0,0.0,,35.0
2702,Spalding ›,6320.0,9475.0,190.0,285.0,0.0,1.0,6.0,,-100.0,0.0,,25.536858475894245
2703,Spartanburg ›,41351.0,12931.0,806.0,252.0,23.0,38.0,14.0,7,-10.0,0.7,0.25,23.0
2704,Spencer ›,2326.0,11471.0,31.0,153.0,29.0,3.0,13.0,,-100.0,0.1,0.6,26.0
2705,Spencer ›,1603.0,8284.0,22.0,114.0,14.0,1.0,7.0,7,-21.0,0.2,1.81,31.0
2706,Spink ›,843.0,13221.0,26.0,408.0,28.0,1.0,5.0,12,-32.0,0.0,,28.0
2707,Spokane ›,43415.0,8304.0,636.0,122.0,33.0,20.0,20.0,,-100.0,0.0,,28.0
2708,Spotsylvania ›,9963.0,7314.0,117.0,86.0,0.0,2.0,8.0,9,-30.0,0.0,,25.536858475894245
2709,St. Bernard ›,4038.0,8547.0,52.0,110.0,25.0,2.0,7.0,9,72.0,0.0,,33.0
2710,St. Charles ›,5436.0,10237.0,97.0,183.0,32.0,3.0,10.0,7,-37.0,0.1,0.46,18.0
2711,St. Charles ›,47245.0,11752.0,498.0,124.0,36.0,7.0,7.0,15,4.0,0.3,0.27,29.0
2712,St. Clair ›,30797.0,11859.0,557.0,214.0,34.0,114.0,17.0,12,-9.0,0.7,0.1,32.0
2713,St. Clair ›,17946.0,11278.0,418.0,263.0,31.0,63.0,36.0,24,-15.0,1.5,0.86,35.0
2714,St. Clair ›,786.0,8364.0,8.0,85.0,19.0,1.0,3.0,,-100.0,0.0,,19.0
2715,St. Clair ›,9702.0,10839.0,243.0,271.0,19.0,1.0,11.0,12,2.0,0.0,,24.0
2716,St. Croix ›,9611.0,10598.0,60.0,66.0,28.0,1.0,10.0,,-100.0,0.0,,43.0
2717,St. Francis ›,3594.0,14379.0,43.0,172.0,26.0,18.0,7.0,5,-6.0,0.4,0.18,27.0
2718,St. Francois ›,8809.0,13106.0,115.0,171.0,23.0,49.0,13.0,14,10.0,2.0,0.52,31.0
2719,St. Helena ›,927.0,9149.0,11.0,109.0,16.0,2.0,10.0,9,-3.0,0.0,,26.0
2720,St. James ›,1972.0,9348.0,50.0,237.0,28.0,2.0,11.0,8,-2.0,0.0,,22.0
2721,St. John the Baptist ›,3738.0,8726.0,139.0,324.0,31.0,2.0,8.0,7,-30.0,0.1,0.56,18.0
2722,St. Johns ›,22827.0,8625.0,214.0,81.0,43.0,25.0,8.0,7,-33.0,0.3,0.09,29.0
2723,St. Joseph ›,35873.0,13197.0,570.0,210.0,36.0,11.0,23.0,8,-14.0,0.1,0.3,31.0
2724,St. Joseph ›,6051.0,9926.0,95.0,156.0,28.0,27.0,26.0,29,-23.0,1.7,1.66,38.0
2725,St. Landry ›,8940.0,10886.0,256.0,312.0,21.0,5.0,13.0,8,41.0,0.1,0.37,24.0
2726,St. Lawrence ›,6480.0,6014.0,96.0,89.0,41.0,14.0,9.0,7,-27.0,0.1,0.09,45.0
2727,St. Louis County ›,98927.0,9950.0,2206.0,222.0,35.0,2.0,7.0,9,-12.0,0.0,,21.0
2728,St. Louis ›,24515.0,8156.0,496.0,165.0,30.0,1.0,2.0,21,-7.0,0.0,,26.0
2729,St. Louis ›,17734.0,8908.0,303.0,152.0,45.0,2.0,8.0,13,-38.0,0.0,,40.0
2730,St. Lucie ›,26751.0,8148.0,640.0,195.0,30.0,2.0,9.0,7,36.0,0.0,,23.0
2731,St. Martin ›,5321.0,9959.0,115.0,215.0,19.0,3.0,7.0,,0.0,0.1,0.33,31.0
2732,St. Mary ›,4738.0,9601.0,138.0,280.0,24.0,2.0,16.0,4,5.0,0.1,1.41,16.0
2733,St. Mary’s ›,5951.0,5243.0,124.0,109.0,39.0,3.0,5.0,7,-16.0,0.1,0.27,45.0
2734,St. Tammany ›,25759.0,9891.0,524.0,201.0,33.0,3.0,7.0,,-100.0,0.1,0.3,25.0
2735,Stafford ›,352.0,8470.0,9.0,217.0,31.0,0.0,,,0.0,0.0,,36.0
2736,Stafford ›,11265.0,7368.0,79.0,52.0,0.0,1.0,8.0,14,-1.0,0.1,0.79,25.536858475894245
2737,Stanislaus ›,62142.0,11285.0,1061.0,193.0,26.0,29.0,10.0,9,-31.0,0.7,0.26,22.0
2738,Stanley ›,350.0,11298.0,2.0,65.0,42.0,0.0,,6,-3.0,0.0,,27.0
2739,Stanly ›,7814.0,12441.0,132.0,210.0,13.0,22.0,24.0,11,-19.0,0.4,0.47,28.0
2740,Stanton ›,372.0,6284.0,9.0,152.0,18.0,0.0,,,0.0,0.0,,29.0
2741,Stanton ›,185.0,9222.0,6.0,299.0,30.0,0.0,,,0.0,0.0,,39.0
2742,Starke ›,2174.0,9454.0,56.0,244.0,21.0,1.0,7.0,9,-1.0,0.0,,28.0
2743,Stark ›,32504.0,8771.0,907.0,245.0,34.0,6.0,6.0,9,-42.0,0.3,0.27,31.0
2744,Stark ›,637.0,11924.0,23.0,431.0,33.0,11.0,17.0,15,-41.0,0.1,0.22,35.0
2745,Stark ›,4812.0,15282.0,51.0,162.0,22.0,1.0,32.0,,0.0,0.0,,37.0
2746,Starr ›,9533.0,14749.0,297.0,460.0,44.0,56.0,16.0,7,-66.0,0.4,0.13,35.0
2747,Staunton ›,2526.0,10132.0,71.0,285.0,0.0,5.0,11.0,12,-22.0,0.3,0.66,25.536858475894245
2748,Ste. Genevieve ›,1818.0,10160.0,16.0,89.0,27.0,1.0,9.0,,-100.0,0.0,,14.0
2749,Stearns ›,22196.0,13780.0,222.0,138.0,33.0,6.0,27.0,17,3.0,0.0,,32.0
2750,Steele ›,182.0,9630.0,2.0,106.0,35.0,0.0,,,0.0,0.0,,26.0
2751,Steele ›,3867.0,10551.0,15.0,41.0,36.0,2.0,28.0,15,-30.0,0.0,,21.0
2752,Stephenson ›,4753.0,10681.0,100.0,225.0,37.0,2.0,11.0,10,28.0,0.1,0.88,26.0
2753,Stephens ›,3133.0,12085.0,83.0,320.0,0.0,10.0,10.0,9,-35.0,0.1,0.14,25.536858475894245
2754,Stephens ›,809.0,8638.0,26.0,278.0,21.0,1.0,4.0,,0.0,0.0,,30.0
2755,Stephens ›,4867.0,11281.0,101.0,234.0,29.0,1.0,2.0,7,-15.0,0.1,0.35,24.0
2756,Sterling ›,108.0,8366.0,4.0,310.0,21.0,1.0,4.0,,-100.0,0.0,,24.0
2757,Steuben ›,3900.0,11274.0,59.0,171.0,33.0,4.0,11.0,12,-23.0,0.0,,29.0
2758,Steuben ›,6746.0,7073.0,143.0,150.0,37.0,24.0,10.0,4,-44.0,0.1,0.06,50.0
2759,Stevens ›,904.0,9220.0,11.0,112.0,38.0,1.0,10.0,6,-47.0,0.0,,34.0
2760,Stevens ›,586.0,10684.0,10.0,182.0,19.0,1.0,3.0,7,6.0,0.0,,24.0
2761,Stevens ›,2169.0,4744.0,28.0,61.0,21.0,108.0,13.0,1,-84.0,0.6,0.07,37.0
2762,Stewart ›,1328.0,9683.0,28.0,204.0,23.0,1.0,3.0,9,-11.0,0.0,,15.0
2763,Stewart ›,895.0,13518.0,25.0,378.0,0.0,11.0,14.0,7,-19.0,0.4,0.51,25.536858475894245
2764,Stillwater ›,728.0,7550.0,14.0,145.0,29.0,1.0,1.0,16,47.0,0.0,,33.0
2765,Stoddard ›,2487.0,8568.0,37.0,127.0,22.0,1.0,3.0,9,-12.0,0.0,,19.0
2766,Stokes ›,4083.0,8956.0,79.0,173.0,21.0,13.0,9.0,10,-9.0,0.3,0.2,24.0
2767,Stonewall ›,156.0,11556.0,6.0,444.0,29.0,7.0,5.0,12,251.0,0.0,,27.0
2768,Stone ›,1828.0,9969.0,33.0,180.0,23.0,1.0,3.0,,0.0,0.0,,19.0
2769,Stone ›,2432.0,7611.0,46.0,144.0,24.0,1.0,2.0,8,-15.0,0.0,,25.0
2770,Stone ›,991.0,7924.0,30.0,240.0,24.0,1.0,0.0,1,-77.0,0.0,,23.0
2771,Storey ›,110.0,2668.0,3.0,73.0,12.0,0.0,,11,-8.0,0.0,,24.0
2772,Story ›,10612.0,10927.0,48.0,49.0,39.0,1.0,6.0,13,99.0,0.0,,34.0
2773,Strafford ›,9707.0,7431.0,87.0,67.0,30.0,71.0,17.0,4,-42.0,1.0,0.24,29.0
2774,Stutsman ›,3514.0,16973.0,81.0,391.0,36.0,6.0,15.0,,-100.0,0.1,0.38,16.0
2775,Sublette ›,790.0,8036.0,7.0,71.0,21.0,1.0,6.0,,0.0,0.0,,18.0
2776,Suffolk ›,91997.0,11444.0,1827.0,227.0,41.0,88.0,11.0,6,-24.0,1.1,0.14,43.0
2777,Suffolk ›,7899.0,8576.0,188.0,204.0,0.0,53.0,5.0,7,-26.0,0.5,0.04,25.536858475894245
2778,Suffolk ›,199148.0,13487.0,3377.0,229.0,41.0,190.0,26.0,23,1.0,1.4,0.19,45.0
2779,Sullivan ›,2124.0,10276.0,42.0,203.0,28.0,3.0,22.0,8,-6.0,0.0,,36.0
2780,Sullivan ›,16916.0,10683.0,298.0,188.0,34.0,3.0,5.0,6,6.0,0.1,0.25,23.0
2781,Sullivan ›,1741.0,4035.0,25.0,58.0,33.0,5.0,10.0,3,-28.0,0.1,0.29,42.0
2782,Sullivan ›,6533.0,8661.0,72.0,95.0,34.0,7.0,15.0,14,-22.0,0.0,,37.0
2783,Sullivan ›,426.0,7023.0,20.0,330.0,30.0,3.0,18.0,12,-1.0,0.0,,20.0
2784,Sullivan ›,844.0,13861.0,14.0,230.0,26.0,5.0,89.0,13,-2.0,0.0,,31.0
2785,Sully ›,142.0,10208.0,3.0,216.0,23.0,0.0,,9,23.0,0.0,,35.0
2786,Summers ›,825.0,6562.0,22.0,175.0,0.0,1.0,7.0,24,-2.0,0.0,,25.536858475894245
2787,Summit ›,47425.0,8766.0,946.0,175.0,39.0,4.0,6.0,9,-17.0,0.4,0.56,32.0
2788,Summit ›,3705.0,11947.0,8.0,26.0,0.0,44.0,28.0,6,-45.0,0.4,0.28,25.536858475894245
2789,Summit ›,5548.0,13164.0,12.0,28.0,45.0,3.0,16.0,5,0.0,0.0,,22.0
2790,Sumner ›,2166.0,9485.0,51.0,223.0,27.0,0.0,,5,-48.0,0.0,,32.0
2791,Sumner ›,24122.0,12611.0,349.0,182.0,24.0,2.0,10.0,9,-65.0,0.0,,25.0
2792,Sumter ›,1048.0,8433.0,32.0,258.0,27.0,1.0,3.0,8,64.0,0.0,,26.0
2793,Sumter ›,2571.0,8708.0,101.0,342.0,0.0,1.0,5.0,7,-1.0,0.0,,25.536858475894245
2794,Sumter ›,9374.0,7079.0,278.0,210.0,61.0,1.0,4.0,4,-39.0,0.1,1.01,17.0
2795,Sumter ›,10435.0,9778.0,205.0,192.0,26.0,1.0,6.0,7,0.0,0.0,,30.0
2796,Sunflower ›,3360.0,13381.0,90.0,358.0,27.0,3.0,11.0,2,-51.0,0.0,,20.0
2797,Surry ›,423.0,6587.0,9.0,140.0,0.0,1.0,5.0,21,4.0,0.1,0.91,25.536858475894245
2798,Surry ›,8212.0,11440.0,161.0,224.0,31.0,34.0,17.0,7,5.0,0.1,0.07,27.0
2799,Susquehanna ›,2559.0,6345.0,62.0,154.0,28.0,1.0,6.0,10,-3.0,0.0,,41.0
2800,Sussex ›,25590.0,10925.0,489.0,209.0,43.0,87.0,16.0,14,-37.0,1.1,0.2,37.0
2801,Sussex ›,13825.0,9841.0,298.0,212.0,39.0,29.0,6.0,14,-33.0,3.3,0.65,34.0
2802,Sussex ›,1188.0,10646.0,21.0,188.0,0.0,5.0,12.0,14,-3.0,0.0,,25.536858475894245
2803,Sutter ›,9427.0,9721.0,112.0,115.0,29.0,112.0,7.0,5,-25.0,2.3,0.15,33.0
2804,Sutton ›,469.0,12421.0,8.0,212.0,29.0,6.0,8.0,1,-91.0,0.0,,15.0
2805,Suwannee ›,5352.0,12049.0,138.0,311.0,20.0,328.0,17.0,23,-16.0,6.1,0.31,34.0
2806,Swain ›,1217.0,8528.0,18.0,126.0,35.0,5.0,4.0,19,-8.0,0.0,,49.0
2807,Sweet Grass ›,399.0,10677.0,7.0,187.0,28.0,1.0,7.0,16,54.0,0.0,,22.0
2808,Sweetwater ›,4337.0,10243.0,38.0,90.0,24.0,1.0,13.0,,0.0,0.0,,27.0
2809,Swift ›,1052.0,11353.0,18.0,194.0,39.0,5.0,16.0,15,-28.0,0.0,,30.0
2810,Swisher ›,841.0,11369.0,17.0,230.0,22.0,2.0,83.0,6,-19.0,0.0,,25.0
2811,Switzerland ›,794.0,7385.0,8.0,74.0,19.0,2.0,5.0,,-100.0,0.0,,34.0
2812,Talbot ›,483.0,7797.0,18.0,291.0,0.0,1.0,3.0,8,5.0,0.0,,25.536858475894245
2813,Talbot ›,2125.0,5715.0,37.0,100.0,49.0,2.0,8.0,8,-5.0,0.0,,31.0
2814,Taliaferro ›,122.0,7938.0,3.0,195.0,0.0,1.0,3.0,6,-25.0,0.1,0.56,25.536858475894245
2815,Talladega ›,8255.0,10322.0,176.0,220.0,19.0,1.0,7.0,11,2.0,0.0,,25.0
2816,Tallahatchie ›,1788.0,12948.0,41.0,297.0,20.0,3.0,7.0,1,-57.0,0.0,,21.0
2817,Tallapoosa ›,4039.0,10006.0,152.0,377.0,23.0,2.0,6.0,,-100.0,0.0,,25.0
2818,Tama ›,2095.0,12430.0,71.0,421.0,42.0,2.0,12.0,10,11.0,0.0,,41.0
2819,Taney ›,5298.0,9473.0,92.0,164.0,22.0,1.0,5.0,9,-12.0,0.0,,15.0
2820,Tangipahoa ›,12742.0,9455.0,295.0,219.0,24.0,1.0,12.0,7,-2.0,0.0,,21.0
2821,Taos ›,1669.0,5100.0,52.0,159.0,39.0,1.0,2.0,1,-47.0,0.0,,28.0
2822,Tarrant ›,258906.0,12314.0,3458.0,164.0,30.0,11.0,7.0,<1,-91.0,0.3,0.2,26.0
2823,Tate ›,3340.0,11793.0,84.0,297.0,20.0,2.0,8.0,,0.0,0.0,,20.0
2824,Tattnall ›,2319.0,9171.0,66.0,261.0,0.0,1.0,6.0,,0.0,0.0,,25.536858475894245
2825,Taylor ›,658.0,10750.0,12.0,196.0,35.0,1.0,6.0,,-100.0,0.0,,42.0
2826,Taylor ›,2741.0,12708.0,47.0,218.0,20.0,74.0,19.0,15,15.0,1.3,0.35,42.0
2827,Taylor ›,15848.0,11481.0,408.0,296.0,27.0,6.0,5.0,2,-35.0,0.0,,29.0
2828,Taylor ›,806.0,10050.0,25.0,312.0,0.0,2.0,10.0,10,-4.0,0.0,,25.536858475894245
2829,Taylor ›,1229.0,7361.0,23.0,138.0,0.0,3.0,20.0,21,-10.0,0.1,1.04,25.536858475894245
2830,Taylor ›,3142.0,12193.0,48.0,186.0,30.0,5.0,29.0,5,38.0,0.0,,25.0
2831,Taylor ›,2107.0,10357.0,32.0,157.0,22.0,1.0,8.0,,-100.0,0.0,,45.0
2832,Tazewell ›,3626.0,8932.0,70.0,172.0,0.0,6.0,6.0,21,-22.0,0.4,0.43,25.536858475894245
2833,Tazewell ›,16938.0,12851.0,321.0,244.0,35.0,8.0,20.0,32,-28.0,0.1,0.37,33.0
2834,Tehama ›,4989.0,7665.0,62.0,95.0,22.0,3.0,5.0,5,17.0,1.3,1.98,22.0
2835,Telfair ›,1316.0,8298.0,57.0,359.0,0.0,1.0,4.0,4,-59.0,0.1,0.74,25.536858475894245
2836,Teller ›,1738.0,6846.0,15.0,59.0,0.0,2.0,13.0,13,180.0,0.0,,25.536858475894245
2837,Tensas ›,359.0,8283.0,8.0,185.0,34.0,2.0,6.0,7,13.0,0.6,1.5,23.0
2838,Terrebonne ›,10302.0,9326.0,222.0,201.0,24.0,1.0,10.0,9,2.0,0.1,2.08,26.0
2839,Terrell ›,75.0,9665.0,2.0,258.0,37.0,1.0,7.0,6,-21.0,0.0,,21.0
2840,Terrell ›,813.0,9530.0,48.0,563.0,0.0,1.0,7.0,,0.0,0.0,,25.536858475894245
2841,Terry ›,1693.0,13723.0,56.0,454.0,26.0,10.0,11.0,2,-85.0,0.3,0.32,17.0
2842,Teton ›,3762.0,16033.0,9.0,38.0,61.0,15.0,38.0,6,-20.0,0.0,,34.0
2843,Teton ›,1221.0,10056.0,4.0,33.0,39.0,2.0,10.0,1,27.0,0.1,0.6,19.0
2844,Teton ›,483.0,7857.0,5.0,81.0,26.0,1.0,2.0,3,-30.0,0.0,,26.0
2845,Texas ›,1838.0,7237.0,23.0,91.0,16.0,0.0,,31,4.0,0.0,,30.0
2846,Texas ›,3519.0,17610.0,33.0,165.0,22.0,4.0,10.0,10,-7.0,0.0,,29.0
2847,Thayer ›,495.0,9894.0,4.0,80.0,29.0,1.0,7.0,,0.0,0.0,,29.0
2848,Thomas ›,4483.0,10085.0,124.0,279.0,0.0,1.0,10.0,,0.0,0.0,,25.536858475894245
2849,Thomas ›,1135.0,14594.0,20.0,257.0,28.0,1.0,38.0,3,-7.0,0.0,,32.0
2850,Thomas ›,53.0,7341.0,1.0,139.0,15.0,1.0,0.0,,0.0,0.1,0.4,23.0
2851,Throckmorton ›,73.0,4863.0,5.0,333.0,32.0,0.0,,2,-35.0,0.0,,21.0
2852,Thurston ›,9491.0,3267.0,104.0,36.0,35.0,5.0,6.0,,0.0,0.1,0.18,46.0
2853,Thurston ›,841.0,11642.0,12.0,166.0,41.0,1.0,19.0,,0.0,0.0,,16.0
2854,Tift ›,4920.0,12105.0,126.0,310.0,0.0,4.0,10.0,21,16.0,0.0,,25.536858475894245
2855,Tillamook ›,649.0,2401.0,3.0,11.0,36.0,0.0,,4,126.0,0.0,,34.0
2856,Tillman ›,803.0,11076.0,17.0,234.0,28.0,1.0,2.0,,-100.0,0.0,,26.0
2857,Tioga ›,3671.0,7616.0,61.0,127.0,38.0,29.0,13.0,7,-27.0,0.3,0.12,39.0
2858,Tioga ›,2950.0,7268.0,106.0,261.0,26.0,4.0,11.0,12,41.0,0.0,,27.0
2859,Tippah ›,2887.0,13114.0,68.0,309.0,21.0,3.0,9.0,8,-42.0,0.0,,20.0
2860,Tippecanoe ›,22424.0,11456.0,221.0,113.0,33.0,6.0,13.0,13,-18.0,0.1,0.33,25.0
2861,Tipton ›,7388.0,11994.0,104.0,169.0,19.0,1.0,8.0,6,0.0,0.0,,26.0
2862,Tipton ›,1634.0,10787.0,47.0,310.0,26.0,6.0,9.0,15,13.0,0.0,,41.0
2863,Tishomingo ›,2269.0,11706.0,67.0,346.0,22.0,2.0,7.0,,-100.0,0.0,,21.0
2864,Titus ›,3718.0,11353.0,83.0,253.0,18.0,1.0,43.0,,0.0,0.0,,22.0
2865,Toa Alta,4680.0,6583.0,184.76028052279247,201.96666666666667,26.0,6.0,14.0,,0.0,0.0,,26.0
2866,Toa Baja,4773.0,6396.0,184.76028052279247,201.96666666666667,27.0,3.0,13.0,,0.0,0.0,,23.0
2867,Todd ›,2816.0,11417.0,32.0,130.0,27.0,18.0,17.0,13,-8.0,0.0,,37.0
2868,Todd ›,1226.0,12047.0,30.0,295.0,27.0,1.0,3.0,14,-37.0,0.0,,30.0
2869,Todd ›,1144.0,9305.0,26.0,211.0,21.0,1.0,11.0,13,43.0,0.0,,20.0
